Gene stable ID,Golden Hamster gene stable ID,Golden Hamster gene name,%id. target Golden Hamster gene identical to query gene,%id. query gene identical to target Golden Hamster gene,"Golden Hamster orthology confidence [0 low, 1 high]",Gene name
ENSMUSG00000094514,ENSMAUG00000020551,,22.9508,5.80913,0,AC133103.3
ENSMUSG00000084544,,,,,,Gm23183
ENSMUSG00000089286,,,,,,Gm24277
ENSMUSG00000088273,,,,,,Gm23123
ENSMUSG00000099126,,,,,,Gm27321
ENSMUSG00000079433,,,,,,Gm11114
ENSMUSG00000098396,,,,,,Gm27997
ENSMUSG00000065629,,,,,,Gm24826
ENSMUSG00000094154,,,,,,Gm23266
ENSMUSG00000065602,,,,,,Mirlet7f-2
ENSMUSG00000088649,,,,,,Gm26262
ENSMUSG00000093149,,,,,,Gm23374
ENSMUSG00000095523,ENSMAUG00000001477,,26.6112,59.5349,0,AC124606.1
ENSMUSG00000073290,,,,,,Gm10490
ENSMUSG00000064818,,,,,,Gm22359
ENSMUSG00000094384,,,,,,Gm25065
ENSMUSG00000096076,ENSMAUG00000007308,,55,74.5763,0,Gm23962
ENSMUSG00000096076,ENSMAUG00000007516,,56.25,76.2712,1,Gm23962
ENSMUSG00000096076,ENSMAUG00000007500,,53.75,72.8814,0,Gm23962
ENSMUSG00000096076,ENSMAUG00000007364,,55,74.5763,0,Gm23962
ENSMUSG00000096076,ENSMAUG00000007600,,56.25,76.2712,0,Gm23962
ENSMUSG00000096076,ENSMAUG00000007488,,56.25,76.2712,0,Gm23962
ENSMUSG00000096076,ENSMAUG00000007622,,53.75,72.8814,0,Gm23962
ENSMUSG00000096076,ENSMAUG00000007384,,52.5,73.6842,0,Gm23962
ENSMUSG00000096076,ENSMAUG00000007474,,53.75,68.254,0,Gm23962
ENSMUSG00000096076,ENSMAUG00000007345,,53.75,72.8814,0,Gm23962
ENSMUSG00000096076,ENSMAUG00000007328,,53.75,72.8814,0,Gm23962
ENSMUSG00000089294,,,,,,Mir2139
ENSMUSG00000089552,,,,,,Gm24177
ENSMUSG00000064428,,,,,,Gm22746
ENSMUSG00000078604,,,,,,Gm10961
ENSMUSG00000094717,,,,,,Gm22821
ENSMUSG00000088076,,,,,,Gm22815
ENSMUSG00000098603,,,,,,Gm27798
ENSMUSG00000106563,,,,,,Mir6962
ENSMUSG00000095580,,,,,,Rnu1b1
ENSMUSG00000099012,,,,,,Gm27355
ENSMUSG00000074210,,,,,,E130208F15Rik
ENSMUSG00000098513,,,,,,Mir6399
ENSMUSG00000106581,,,,,,Mir7042
ENSMUSG00000093262,,,,,,Gm23413
ENSMUSG00000089050,,,,,,Gm23353
ENSMUSG00000088978,,,,,,Gm23757
ENSMUSG00000105788,,,,,,Gm47295
ENSMUSG00000058360,,,,,,Gm10040
ENSMUSG00000089170,,,,,,Gm22431
ENSMUSG00000065219,,,,,,Snord32a
ENSMUSG00000066809,,,,,,Gm10180
ENSMUSG00000077772,,,,,,Gm22373
ENSMUSG00000096811,,,,,,Gm25088
ENSMUSG00000077980,,,,,,Mir654
ENSMUSG00000104627,,,,,,Mir3535
ENSMUSG00000095742,,,,,,CAAA01147332.1
ENSMUSG00000089487,,,,,,Gm24736
ENSMUSG00000098353,,,,,,Mir7057
ENSMUSG00000077627,,,,,,Gm23835
ENSMUSG00000065298,,,,,,Gm26121
ENSMUSG00000095119,,,,,,Gm23711
ENSMUSG00000087987,,,,,,Gm22221
ENSMUSG00000098848,,,,,,Gm27893
ENSMUSG00000088712,,,,,,Gm22728
ENSMUSG00000098962,ENSMAUG00000006160,Gm27698,73.0924,71.3726,1,Gm27698
ENSMUSG00000094229,,,,,,Gm22969
ENSMUSG00000088767,,,,,,Gm22636
ENSMUSG00000080536,,,,,,Gm25539
ENSMUSG00000098258,,,,,,Mir6369
ENSMUSG00000038555,ENSMAUG00000020768,Reep2,90.9449,92.4,1,Reep2
ENSMUSG00000089270,,,,,,Gm24551
ENSMUSG00000079773,ENSMAUG00000020540,,96.5517,96.5517,1,AC087559.2
ENSMUSG00000098867,,,,,,Gm27463
ENSMUSG00000088512,,,,,,Gm24467
ENSMUSG00000092918,,,,,,Gm24081
ENSMUSG00000095772,,,,,,Gm23017
ENSMUSG00000088398,,,,,,Gm26306
ENSMUSG00000064834,,,,,,Gm25696
ENSMUSG00000077270,,,,,,Gm22782
ENSMUSG00000077445,,,,,,Gm23128
ENSMUSG00000106328,,,,,,Mir7118
ENSMUSG00000084445,,,,,,Gm26252
ENSMUSG00000064971,,,,,,Gm26054
ENSMUSG00000098662,,,,,,Gm27582
ENSMUSG00000088021,,,,,,Gm22145
ENSMUSG00000075006,,,,,,Gm10799
ENSMUSG00000084640,,,,,,Gm24383
ENSMUSG00000093064,,,,,,Gm23153
ENSMUSG00000077799,,,,,,Gm25148
ENSMUSG00000088616,,,,,,Gm26000
ENSMUSG00000087891,,,,,,Gm25277
ENSMUSG00000077941,,,,,,Mir466h
ENSMUSG00000084650,,,,,,Gm22718
ENSMUSG00000065397,,,,,,Mir155
ENSMUSG00000079800,,,,,,AC125149.3
ENSMUSG00000067085,,,,,,Gm10197
ENSMUSG00000076335,,,,,,Mir670
ENSMUSG00000088338,,,,,,Gm22849
ENSMUSG00000104953,,,,,,Gm47308
ENSMUSG00000087859,,,,,,Gm22796
ENSMUSG00000077996,,,,,,Mir190b
ENSMUSG00000065594,,,,,,Mir107
ENSMUSG00000068181,,,,,,Gm10234
ENSMUSG00000065758,,,,,,n-R5s10
ENSMUSG00000088591,,,,,,Gm23964
ENSMUSG00000098361,,,,,,Mir7086
ENSMUSG00000077350,,,,,,n-R5s31
ENSMUSG00000099160,,,,,,Mir6415
ENSMUSG00000094247,,,,,,Gm23968
ENSMUSG00000065593,,,,,,Mir339
ENSMUSG00000098817,,,,,,Mir6409
ENSMUSG00000071586,,,,,,Gm10337
ENSMUSG00000064685,,,,,,Gm25812
ENSMUSG00000095631,,,,,,n-R5s86
ENSMUSG00000095998,,,,,,Gm24701
ENSMUSG00000095122,,,,,,Gm23215
ENSMUSG00000080394,,,,,,Gm23786
ENSMUSG00000065297,,,,,,Gm26123
ENSMUSG00000088901,,,,,,Mir1943
ENSMUSG00000090592,,,,,,Gm17571
ENSMUSG00000088822,,,,,,Gm25225
ENSMUSG00000105211,,,,,,Gm47302
ENSMUSG00000064595,,,,,,Gm22300
ENSMUSG00000065542,,,,,,Mir224
ENSMUSG00000064928,,,,,,Gm22045
ENSMUSG00000095616,,,,,,Gm26244
ENSMUSG00000104896,,,,,,Rnu3b4
ENSMUSG00000096170,,,,,,n-R5s146
ENSMUSG00000080574,,,,,,Mir466i
ENSMUSG00000098459,ENSMAUG00000004939,Gm27308,60.0858,62.5,1,Gm27308
ENSMUSG00000064679,,,,,,Gm25357
ENSMUSG00000096923,ENSMAUG00000018834,A730071L15Rik,54.0146,63.2479,1,A730071L15Rik
ENSMUSG00000076294,,,,,,Gm26154
ENSMUSG00000064653,,,,,,Gm26129
ENSMUSG00000089408,,,,,,Gm24885
ENSMUSG00000105468,,,,,,Mir6906
ENSMUSG00000088803,,,,,,Gm24074
ENSMUSG00000093344,,,,,,Gm26113
ENSMUSG00000084574,,,,,,n-R5s198
ENSMUSG00000076142,ENSMAUG00000003330,Mir711,92.6829,92.6829,1,Mir711
ENSMUSG00000092638,,,,,,Mir5112
ENSMUSG00000077562,,,,,,Gm23203
ENSMUSG00000080380,,,,,,Gm22102
ENSMUSG00000065450,ENSMAUG00000001658,Mir448,97.3214,97.3214,1,Mir448
ENSMUSG00000089129,,,,,,Gm26407
ENSMUSG00000105790,,,,,,Gm24105
ENSMUSG00000088185,ENSMAUG00000004104,Scarna2,79.4686,79.4686,1,Scarna2
ENSMUSG00000096030,,,,,,Gm24424
ENSMUSG00000099208,,,,,,Gm27940
ENSMUSG00000080517,,,,,,Gm23109
ENSMUSG00000064672,,,,,,Gm22806
ENSMUSG00000080562,,,,,,Gm26043
ENSMUSG00000098938,,,,,,Mir6393
ENSMUSG00000078590,,,,,,Gm10959
ENSMUSG00000025226,ENSMAUG00000015625,Fbxl15,98.6667,98.6667,1,Fbxl15
ENSMUSG00000095685,,,,,,Gm23283
ENSMUSG00000105924,,,,,,Gm44359
ENSMUSG00000080590,,,,,,Gm22029
ENSMUSG00000094968,,,,,,Gm22419
ENSMUSG00000106489,,,,,,Gm23370
ENSMUSG00000094507,,,,,,Gm21913
ENSMUSG00000089418,,,,,,Gm22016
ENSMUSG00000094481,,,,,,Gm23267
ENSMUSG00000098483,,,,,,Mir7078
ENSMUSG00000088870,,,,,,Gm25866
ENSMUSG00000087772,,,,,,Gm22319
ENSMUSG00000065428,,,,,,Mir382
ENSMUSG00000088715,,,,,,Gm22727
ENSMUSG00000098718,,,,,,Mir496b
ENSMUSG00000093999,,,,,,Gm26501
ENSMUSG00000077161,,,,,,Gm24117
ENSMUSG00000093138,,,,,,Gm25998
ENSMUSG00000077418,,,,,,Gm23745
ENSMUSG00000098974,,,,,,Gm27505
ENSMUSG00000095129,,,,,,Gm23217
ENSMUSG00000088559,,,,,,Mir1981
ENSMUSG00000095699,,,,,,Gm26092
ENSMUSG00000088258,,,,,,Gm24291
ENSMUSG00000092835,,,,,,Gm24819
ENSMUSG00000098297,,,,,,Mir6980
ENSMUSG00000093083,,,,,,Gm24323
ENSMUSG00000088839,,,,,,Gm27510
ENSMUSG00000095434,,,,,,CAAA01205117.2
ENSMUSG00000093079,,,,,,Gm25953
ENSMUSG00000096349,,,,,,Gm22513
ENSMUSG00000094598,,,,,,Gm24694
ENSMUSG00000089455,,,,,,Gm24229
ENSMUSG00000098331,,,,,,Mir7069
ENSMUSG00000095311,,,,,,Gm25464
ENSMUSG00000091604,,,,,,Gm17349
ENSMUSG00000076039,,,,,,Gm22137
ENSMUSG00000095842,,,,,,Gm24302
ENSMUSG00000096713,,,,,,Gm23148
ENSMUSG00000098267,,,,,,Mir7060
ENSMUSG00000075864,,,,,,Gm26002
ENSMUSG00000065515,,,,,,Mir152
ENSMUSG00000087844,,,,,,Mir1958
ENSMUSG00000088913,,,,,,Gm22611
ENSMUSG00000088329,,,,,,Gm25661
ENSMUSG00000098251,,,,,,Mir7656
ENSMUSG00000098473,,,,,,Mir7083
ENSMUSG00000092840,,,,,,Gm24331
ENSMUSG00000088083,,,,,,Gm25339
ENSMUSG00000098722,,,,,,Gm27331
ENSMUSG00000104582,,,,,,Mir380
ENSMUSG00000095604,,,,,,Gm23424
ENSMUSG00000088465,,,,,,Gm24745
ENSMUSG00000088643,,,,,,Gm26484
ENSMUSG00000088245,,,,,,Gm25910
ENSMUSG00000095776,,,,,,Gm23018
ENSMUSG00000087879,,,,,,Gm26106
ENSMUSG00000095006,,,,,,Mir465c-2
ENSMUSG00000099289,,,,,,Mir6403
ENSMUSG00000095938,,,,,,Gm25701
ENSMUSG00000084531,,,,,,Gm25843
ENSMUSG00000089168,,,,,,Gm24128
ENSMUSG00000089116,,,,,,Gm25904
ENSMUSG00000104996,,,,,,Mir6924
ENSMUSG00000092004,,,,,,Gm17482
ENSMUSG00000095985,,,,,,Gm23052
ENSMUSG00000088230,,,,,,Gm25427
ENSMUSG00000098871,,,,,,Mir6381
ENSMUSG00000089277,,,,,,Gm24546
ENSMUSG00000088198,,,,,,Gm23906
ENSMUSG00000088435,,,,,,Gm25383
ENSMUSG00000098663,,,,,,Mir6958
ENSMUSG00000077287,,,,,,Gm25763
ENSMUSG00000088103,,,,,,Gm23993
ENSMUSG00000096604,,,,,,Gm26201
ENSMUSG00000077567,,,,,,Gm23200
ENSMUSG00000088332,,,,,,Gm22847
ENSMUSG00000094603,,,,,,Gm25872
ENSMUSG00000098890,,,,,,Mir7008
ENSMUSG00000099278,,,,,,CR524822.1
ENSMUSG00000099314,,,,,,Gm27734
ENSMUSG00000094458,,,,,,Gm22627
ENSMUSG00000088525,,,,,,Gm26085
ENSMUSG00000092685,,,,,,Gm26241
ENSMUSG00000065794,,,,,,Gm25514
ENSMUSG00000092641,,,,,,Gm23563
ENSMUSG00000095539,,,,,,Gm25287
ENSMUSG00000095894,,,,,,Gm24795
ENSMUSG00000084568,,,,,,Gm26480
ENSMUSG00000089539,,,,,,Gm25160
ENSMUSG00000064433,,,,,,Gm25586
ENSMUSG00000096736,,,,,,Gm17535
ENSMUSG00000092876,,,,,,Gm25641
ENSMUSG00000089178,,,,,,Gm22429
ENSMUSG00000089493,,,,,,Gm26361
ENSMUSG00000095511,,,,,,Gm24137
ENSMUSG00000089130,,,,,,Gm24770
ENSMUSG00000089480,,,,,,Gm24739
ENSMUSG00000065090,,,,,,Gm23677
ENSMUSG00000092710,,,,,,Gm22857
ENSMUSG00000092812,,,,,,Gm23634
ENSMUSG00000089269,,,,,,Gm26468
ENSMUSG00000089387,,,,,,Gm24679
ENSMUSG00000065853,,,,,,Gm22354
ENSMUSG00000088062,,,,,,Gm24476
ENSMUSG00000096392,,,,,,Gm23688
ENSMUSG00000065698,,,,,,Gm25409
ENSMUSG00000064867,,,,,,Gm25039
ENSMUSG00000065270,,,,,,Gm25127
ENSMUSG00000087880,,,,,,Gm23605
ENSMUSG00000098368,,,,,,Gm27648
ENSMUSG00000092760,,,,,,Gm23365
ENSMUSG00000094523,,,,,,Gm22913
ENSMUSG00000067929,,,,,,Gm10226
ENSMUSG00000076327,,,,,,Gm26338
ENSMUSG00000076231,,,,,,Gm22759
ENSMUSG00000096313,,,,,,Snord116l7
ENSMUSG00000088510,,,,,,Gm23036
ENSMUSG00000093495,,,,,,Gm23368
ENSMUSG00000098976,,,,,,Mir6769b
ENSMUSG00000088858,,,,,,Gm24723
ENSMUSG00000064658,,,,,,Gm24166
ENSMUSG00000099151,ENSMAUG00000006792,Gm27803,95.7983,97.4359,1,Gm27803
ENSMUSG00000098460,,,,,,Mir6970
ENSMUSG00000092661,,,,,,Gm22402
ENSMUSG00000084575,,,,,,Gm23656
ENSMUSG00000092961,,,,,,Gm22239
ENSMUSG00000096812,,,,,,Gm25087
ENSMUSG00000099320,,,,,,Mir7664
ENSMUSG00000098365,,,,,,Gm27647
ENSMUSG00000094751,,,,,,Gm25018
ENSMUSG00000088629,,,,,,Gm23030
ENSMUSG00000088677,,,,,,Gm22804
ENSMUSG00000089489,,,,,,Gm24732
ENSMUSG00000088793,,,,,,Gm22540
ENSMUSG00000076951,,,,,,Gm24932
ENSMUSG00000106488,,,,,,Mir669a-11
ENSMUSG00000099264,,,,,,Mir6411
ENSMUSG00000065540,,,,,,Mir126a
ENSMUSG00000064403,,,,,,Gm23928
ENSMUSG00000105799,,,,,,Mir126b
ENSMUSG00000064510,,,,,,Gm22458
ENSMUSG00000099092,,,,,,Mir7062
ENSMUSG00000070166,,,,,,Gm25821
ENSMUSG00000076065,,,,,,Mir681
ENSMUSG00000098869,,,,,,Gm27465
ENSMUSG00000075770,,,,,,Gm22589
ENSMUSG00000076232,,,,,,Gm22760
ENSMUSG00000089383,,,,,,Gm24676
ENSMUSG00000089513,,,,,,Gm24875
ENSMUSG00000098960,,,,,,Mir7056
ENSMUSG00000089405,,,,,,Gm24876
ENSMUSG00000088897,,,,,,Gm22521
ENSMUSG00000092994,,,,,,Gm23918
ENSMUSG00000087947,,,,,,Gm24249
ENSMUSG00000094980,,,,,,Gm23727
ENSMUSG00000095722,,,,,,Gm23648
ENSMUSG00000064477,,,,,,Gm23404
ENSMUSG00000096406,,,,,,Rn5s
ENSMUSG00000099202,,,,,,Mir7017
ENSMUSG00000105122,,,,,,Gm44407
ENSMUSG00000077212,,,,,,Snord69
ENSMUSG00000080653,,,,,,Mir669e
ENSMUSG00000089484,,,,,,Gm24735
ENSMUSG00000101392,,,,,,Gm29163
ENSMUSG00000092816,,,,,,Gm23637
ENSMUSG00000087752,,,,,,Gm23467
ENSMUSG00000098262,,,,,,Gm27520
ENSMUSG00000064691,,,,,,Gm24149
ENSMUSG00000084598,,,,,,Gm23867
ENSMUSG00000065346,,,,,,Gm25582
ENSMUSG00000065367,,,,,,Gm24410
ENSMUSG00000064837,,,,,,Snora75
ENSMUSG00000095027,,,,,,Gm24017
ENSMUSG00000094605,,,,,,Gm25873
ENSMUSG00000104666,,,,,,Gm44452
ENSMUSG00000094895,,,,,,Gm22286
ENSMUSG00000088766,,,,,,Gm24394
ENSMUSG00000089520,,,,,,Gm23831
ENSMUSG00000088576,,,,,,Gm24532
ENSMUSG00000065079,,,,,,Gm23464
ENSMUSG00000070129,ENSMAUG00000006244,Mir3071,85.25,85.25,1,Mir3071
ENSMUSG00000080594,,,,,,Mir669h
ENSMUSG00000077559,,,,,,Gm23175
ENSMUSG00000095070,,,,,,Gm24508
ENSMUSG00000076217,,,,,,Mir706
ENSMUSG00000065825,,,,,,Gm26314
ENSMUSG00000088639,,,,,,Mir1955
ENSMUSG00000096357,ENSMAUG00000003893,U6,100,100,0,Gm25709
ENSMUSG00000064626,,,,,,Gm22306
ENSMUSG00000089544,,,,,,Gm25837
ENSMUSG00000077312,,,,,,Gm24170
ENSMUSG00000065520,,,,,,Mir128-1
ENSMUSG00000094188,,,,,,Gm22621
ENSMUSG00000093852,,,,,,Gm24312
ENSMUSG00000093162,,,,,,Gm22184
ENSMUSG00000093246,,,,,,Gm24572
ENSMUSG00000088502,,,,,,Gm22787
ENSMUSG00000076385,,,,,,Gm24462
ENSMUSG00000096906,,,,,,Gm26506
ENSMUSG00000096441,,,,,,Gm26140
ENSMUSG00000105758,,,,,,Mirlet7e
ENSMUSG00000065676,,,,,,Snord42b
ENSMUSG00000095898,,,,,,Gm24796
ENSMUSG00000096758,,,,,,Gm25466
ENSMUSG00000064792,,,,,,Gm24355
ENSMUSG00000089245,,,,,,Gm24053
ENSMUSG00000080349,,,,,,Gm24590
ENSMUSG00000065151,,,,,,Gm25480
ENSMUSG00000080573,,,,,,Mir467f
ENSMUSG00000096248,,,,,,Gm24264
ENSMUSG00000065582,ENSMAUG00000005758,Mir194-2,95.3488,95.3488,1,Mir194-2
ENSMUSG00000088868,,,,,,Gm23072
ENSMUSG00000096212,,,,,,Gm23739
ENSMUSG00000065147,,,,,,Snora31
ENSMUSG00000089410,,,,,,Gm22014
ENSMUSG00000089027,,,,,,Gm25013
ENSMUSG00000099252,ENSMAUG00000002301,Gm27265,88.3117,88.3117,1,Gm27265
ENSMUSG00000092852,,,,,,Mir5103
ENSMUSG00000094494,,,,,,Rnu6-ps2
ENSMUSG00000096849,,,,,,Gm25598
ENSMUSG00000088429,,,,,,Gm22557
ENSMUSG00000098392,,,,,,Gm28001
ENSMUSG00000077243,,,,,,Gm23270
ENSMUSG00000080508,,,,,,Gm25041
ENSMUSG00000088855,,,,,,Gm24724
ENSMUSG00000089542,,,,,,Gm25835
ENSMUSG00000089498,,,,,,Gm26359
ENSMUSG00000064939,,,,,,Gm23721
ENSMUSG00000089299,,,,,,Gm24637
ENSMUSG00000080549,,,,,,Gm22715
ENSMUSG00000088888,,,,,,Gm24210
ENSMUSG00000084441,,,,,,Gm26255
ENSMUSG00000094263,,,,,,Snord50a
ENSMUSG00000098840,,,,,,Mir7679
ENSMUSG00000084588,,,,,,n-R5s68
ENSMUSG00000084661,,,,,,Gm24635
ENSMUSG00000089146,,,,,,Gm25266
ENSMUSG00000084646,,,,,,Gm24381
ENSMUSG00000105379,,,,,,Mir1191b
ENSMUSG00000075874,,,,,,n-R5s1
ENSMUSG00000087806,,,,,,Gm23432
ENSMUSG00000088165,,,,,,Gm23533
ENSMUSG00000092725,,,,,,Gm25678
ENSMUSG00000089587,,,,,,Gm23339
ENSMUSG00000089297,,,,,,Gm24634
ENSMUSG00000064558,,,,,,Gm24620
ENSMUSG00000065034,,,,,,Gm22363
ENSMUSG00000065815,,,,,,Gm24697
ENSMUSG00000098247,,,,,,Mir7220
ENSMUSG00000095068,,,,,,Gm26189
ENSMUSG00000089346,,,,,,Gm22663
ENSMUSG00000064880,,,,,,Gm24201
ENSMUSG00000076123,,,,,,Mir700
ENSMUSG00000088630,,,,,,Gm22312
ENSMUSG00000093107,,,,,,Mir1839
ENSMUSG00000093345,,,,,,Gm27956
ENSMUSG00000077280,,,,,,Gm25764
ENSMUSG00000094069,,,,,,Gm25155
ENSMUSG00000092834,,,,,,Gm24818
ENSMUSG00000105312,,,,,,Gm47291
ENSMUSG00000065371,,,,,,Gm22739
ENSMUSG00000098622,,,,,,Gm27974
ENSMUSG00000094726,,,,,,Gm23355
ENSMUSG00000070144,,,,,,Mir1a-1
ENSMUSG00000088703,,,,,,Gm25555
ENSMUSG00000096005,,,,,,Gm24863
ENSMUSG00000065664,,,,,,Gm22578
ENSMUSG00000098329,,,,,,Mir6966
ENSMUSG00000095094,,,,,,Gm23659
ENSMUSG00000095205,,,,,,Snord93
ENSMUSG00000084686,,,,,,Gm22027
ENSMUSG00000092972,,,,,,Mir3078
ENSMUSG00000065423,,,,,,Mir181a-2
ENSMUSG00000077457,,,,,,Snord65
ENSMUSG00000077535,,,,,,Gm22543
ENSMUSG00000099210,,,,,,Mir7051
ENSMUSG00000088308,,,,,,Gm24507
ENSMUSG00000065799,,,,,,Gm25517
ENSMUSG00000088464,,,,,,Mir1970
ENSMUSG00000098482,,,,,,Mir6363
ENSMUSG00000064770,,,,,,n-R5s29
ENSMUSG00000087960,,,,,,Gm25392
ENSMUSG00000076994,,,,,,Mir466b-3
ENSMUSG00000077337,,,,,,Gm23012
ENSMUSG00000088280,,,,,,Gm23584
ENSMUSG00000089450,,,,,,Gm24225
ENSMUSG00000088753,,,,,,Gm24900
ENSMUSG00000098415,,,,,,Mir6928
ENSMUSG00000105635,,,,,,Gm44469
ENSMUSG00000064671,,,,,,Gm22807
ENSMUSG00000065502,,,,,,Mir202
ENSMUSG00000089359,,,,,,Gm25490
ENSMUSG00000089596,,,,,,Nron
ENSMUSG00000098575,,,,,,Gm27446
ENSMUSG00000070074,ENSMAUG00000001651,Mir484,71.6418,82.7586,1,Mir484
ENSMUSG00000094823,,,,,,n-R5s166
ENSMUSG00000088014,,,,,,Gm23743
ENSMUSG00000065049,,,,,,Gm24041
ENSMUSG00000098776,,,,,,Gm27438
ENSMUSG00000076118,,,,,,Mir669c
ENSMUSG00000064397,,,,,,Gm23624
ENSMUSG00000064706,,,,,,Gm22508
ENSMUSG00000087923,,,,,,Gm23230
ENSMUSG00000064780,,,,,,Snord95
ENSMUSG00000088297,,,,,,Gm26408
ENSMUSG00000096377,,,,,,Mir5123
ENSMUSG00000065619,,,,,,Mir183
ENSMUSG00000065911,,,,,,Gm24447
ENSMUSG00000065828,,,,,,Gm26317
ENSMUSG00000077347,,,,,,Gm24671
ENSMUSG00000098944,,,,,,Mir8120
ENSMUSG00000088414,,,,,,Mir1967
ENSMUSG00000088819,,,,,,Gm22388
ENSMUSG00000065045,,,,,,Gm24046
ENSMUSG00000098397,,,,,,Mir7669
ENSMUSG00000095703,,,,,,Gm24829
ENSMUSG00000077464,,,,,,Gm26422
ENSMUSG00000075906,,,,,,Gm23942
ENSMUSG00000089349,,,,,,Gm22670
ENSMUSG00000105853,,,,,,Mir376b
ENSMUSG00000084417,,,,,,Gm23463
ENSMUSG00000089415,,,,,,Gm22011
ENSMUSG00000077268,,,,,,Gm24433
ENSMUSG00000088162,,,,,,Gm23539
ENSMUSG00000094059,,,,,,Gm23471
ENSMUSG00000065395,ENSMAUG00000005868,Mir193a,98.4848,98.4848,1,Mir193a
ENSMUSG00000088843,,,,,,Gm26357
ENSMUSG00000093352,,,,,,Gm23291
ENSMUSG00000077476,,,,,,Gm24794
ENSMUSG00000089203,,,,,,Gm26211
ENSMUSG00000098542,,,,,,Gm27532
ENSMUSG00000064613,,,,,,Gm24621
ENSMUSG00000098490,,,,,,Mir7089
ENSMUSG00000088270,,,,,,Gm23122
ENSMUSG00000096547,,,,,,Gm25235
ENSMUSG00000089385,,,,,,Gm24681
ENSMUSG00000093952,,,,,,n-R5s195
ENSMUSG00000092842,,,,,,Gm24333
ENSMUSG00000089516,,,,,,Gm26290
ENSMUSG00000089350,,,,,,Gm25487
ENSMUSG00000089468,,,,,,Gm27649
ENSMUSG00000093156,,,,,,Mir3076
ENSMUSG00000099319,,,,,,Mir7648
ENSMUSG00000077085,,,,,,Gm23697
ENSMUSG00000077869,,,,,,Mir344e
ENSMUSG00000093052,,,,,,Gm24816
ENSMUSG00000104689,,,,,,Gm44482
ENSMUSG00000064702,,,,,,Gm24950
ENSMUSG00000088450,,,,,,Gm26369
ENSMUSG00000105098,,,,,,Gm47312
ENSMUSG00000096434,,,,,,Gm22129
ENSMUSG00000088911,,,,,,Gm22609
ENSMUSG00000088149,,,,,,Gm24716
ENSMUSG00000065138,,,,,,Gm24458
ENSMUSG00000099312,,,,,,Gm27733
ENSMUSG00000105411,,,,,,Gm44488
ENSMUSG00000098474,,,,,,Mir6919
ENSMUSG00000089046,,,,,,Gm26172
ENSMUSG00000084485,,,,,,Gm23789
ENSMUSG00000065094,ENSMAUG00000007395,Snord1a,93.2432,90.7895,1,Snord1a
ENSMUSG00000080430,,,,,,Gm24275
ENSMUSG00000089442,,,,,,Gm22529
ENSMUSG00000065492,,,,,,Mir34b
ENSMUSG00000093276,,,,,,Gm26237
ENSMUSG00000089427,,,,,,Gm26005
ENSMUSG00000096514,,,,,,Gm25891
ENSMUSG00000064855,,,,,,Gm24526
ENSMUSG00000098952,,,,,,Mir6405
ENSMUSG00000077295,,,,,,Gm24122
ENSMUSG00000076199,,,,,,Gm23255
ENSMUSG00000088947,,,,,,Gm23257
ENSMUSG00000076444,,,,,,Mir761
ENSMUSG00000065457,,,,,,Mir383
ENSMUSG00000094037,,,,,,Gm24652
ENSMUSG00000094642,,,,,,Snord116l10
ENSMUSG00000093178,,,,,,Snord87
ENSMUSG00000084682,,,,,,Gm22024
ENSMUSG00000084734,,,,,,Gm25804
ENSMUSG00000105030,,,,,,Gm38671
ENSMUSG00000098402,,,,,,Gm27409
ENSMUSG00000093061,,,,,,Mir5098
ENSMUSG00000092787,,,,,,Mir5116
ENSMUSG00000105100,,,,,,Gm44349
ENSMUSG00000088409,,,,,,Gm25882
ENSMUSG00000098756,,,,,,Mir378d
ENSMUSG00000077575,,,,,,Gm24888
ENSMUSG00000088362,,,,,,Gm23498
ENSMUSG00000093286,,,,,,Gm22569
ENSMUSG00000065453,,,,,,Mirlet7d
ENSMUSG00000088907,,,,,,Gm25437
ENSMUSG00000096882,,,,,,Gm23570
ENSMUSG00000093219,,,,,,Mir3113
ENSMUSG00000093139,,,,,,Gm25999
ENSMUSG00000077441,,,,,,Gm23131
ENSMUSG00000098686,,,,,,Mir6973b
ENSMUSG00000076064,,,,,,Mir690
ENSMUSG00000095100,,,,,,Gm22128
ENSMUSG00000089005,,,,,,Gm23856
ENSMUSG00000098859,ENSMAUG00000004457,Gm27389,87.6923,89.0625,1,Gm27389
ENSMUSG00000106088,,,,,,Gm44342
ENSMUSG00000070136,,,,,,Mir496a
ENSMUSG00000092696,,,,,,Mir5133
ENSMUSG00000080443,,,,,,Gm25847
ENSMUSG00000092720,,,,,,Gm25675
ENSMUSG00000096022,,,,,,Gm23421
ENSMUSG00000064529,,,,,,Gm26437
ENSMUSG00000076146,,,,,,Mir449c
ENSMUSG00000096200,,,,,,Gm23186
ENSMUSG00000088064,,,,,,Gm24478
ENSMUSG00000088419,,,,,,Gm24236
ENSMUSG00000076407,,,,,,Gm22689
ENSMUSG00000089260,,,,,,Mir1929
ENSMUSG00000065757,,,,,,Gm23347
ENSMUSG00000092841,,,,,,Gm24330
ENSMUSG00000080529,,,,,,Gm23882
ENSMUSG00000065259,,,,,,Snora30
ENSMUSG00000089070,,,,,,Gm24498
ENSMUSG00000065400,,,,,,Mir200a
ENSMUSG00000096447,,,,,,Gm24206
ENSMUSG00000095944,,,,,,n-R5s210
ENSMUSG00000089556,,,,,,Gm24175
